priority_rank,date_key,store_name,sku_id,sku_name,category,issue_type,risk_score,recommended_action,recommended_quantity,hours_to_stockout,expected_impact,source_store,destination_store,reason
1168,20260629,BEN_DS_10,297,PET _PET _27,Pet Care,Inter-Store Misallocation / Impending Shortage,18,Redistribute Stock,12,29.2,"Avoids $1,551.48 lost sales; lifts DoC from 1.6 to 2.5d",BEN_DS_01,BEN_DS_10,Destination projected to breach safety stock within 29.2h (DoC: 1.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.9d). Distance is 2.4km within configured limit.
1169,20260629,MUM_DS_02,188,PERS_ORAL_08,Personal Care,Inter-Store Misallocation / Impending Shortage,18,Redistribute Stock,8,29.2,"Avoids $1,354.16 lost sales; lifts DoC from 1.6 to 3.2d",MUM_DS_10,MUM_DS_02,Destination projected to breach safety stock within 29.2h (DoC: 1.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.7d). Distance is 10.3km within configured limit.
1170,20260629,BEN_DS_07,196,PERS_SOAP_16,Personal Care,Stock Below Reorder Point,18,Scheduled Replenishment,96,29.2,Protects $0.00 sales exposure; targets 42 units,Regional Distribution Center,BEN_DS_07,Projected inventory (9) breached ROP (9). Target: 42.
1171,20260629,BEN_DS_10,297,PET _PET _27,Pet Care,Stock Below Reorder Point,18,Scheduled Replenishment,80,29.2,Protects $0.00 sales exposure; targets 98 units,Regional Distribution Center,BEN_DS_10,Projected inventory (21) breached ROP (33). Target: 98.
1172,20260629,MUM_DS_02,188,PERS_ORAL_08,Personal Care,Stock Below Reorder Point,18,Scheduled Replenishment,32,29.2,Protects $0.00 sales exposure; targets 38 units,Regional Distribution Center,MUM_DS_02,Projected inventory (8) breached ROP (8). Target: 38.
1173,20260629,HYD_DS_10,194,PERS_SKIN_14,Personal Care,Inter-Store Misallocation / Impending Shortage,18,Redistribute Stock,18,29.3,"Avoids $6,573.78 lost sales; lifts DoC from 1.6 to 3.2d",HYD_DS_07,HYD_DS_10,Destination projected to breach safety stock within 29.3h (DoC: 1.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 6.4d). Distance is 6.0km within configured limit.
1174,20260629,HYD_DS_10,194,PERS_SKIN_14,Personal Care,Stock Below Reorder Point,18,Scheduled Replenishment,72,29.3,Protects $0.00 sales exposure; targets 90 units,Regional Distribution Center,HYD_DS_10,Projected inventory (19) breached ROP (32). Target: 90.
1175,20260629,BEN_DS_01,58,BEVE_TEA _28,Beverages,Stock Below Reorder Point,18,Scheduled Replenishment,384,37.6,Protects $0.00 sales exposure; targets 507 units,Regional Distribution Center,BEN_DS_01,Projected inventory (140) breached ROP (172). Target: 507.
1176,20260629,BEN_DS_04,176,STAP_ATTA_26,Staples,Stock Below Reorder Point,18,Scheduled Replenishment,84,37.8,Protects $0.00 sales exposure; targets 112 units,Regional Distribution Center,BEN_DS_04,Projected inventory (30) breached ROP (40). Target: 112.
1177,20260629,MUM_DS_09,261,BABY_DIAP_21,Baby Care,Stock Below Reorder Point,18,Scheduled Replenishment,124,37.8,Protects $0.00 sales exposure; targets 168 units,Regional Distribution Center,MUM_DS_09,Projected inventory (45) breached ROP (103). Target: 168.
1178,20260629,MUM_DS_08,160,STAP_SPIC_10,Staples,Stock Below Reorder Point,18,Scheduled Replenishment,168,38.0,Protects $0.00 sales exposure; targets 228 units,Regional Distribution Center,MUM_DS_08,Projected inventory (63) breached ROP (78). Target: 228.
1179,20260629,BEN_DS_07,164,STAP_EDIB_14,Staples,Stock Below Reorder Point,18,Scheduled Replenishment,88,38.2,Protects $0.00 sales exposure; targets 119 units,Regional Distribution Center,BEN_DS_07,Projected inventory (33) breached ROP (57). Target: 119.
1180,20260629,BEN_DS_09,97,PACK_PAST_07,Packaged Foods,Stock Below Reorder Point,18,Scheduled Replenishment,144,38.3,Protects $0.00 sales exposure; targets 171 units,Regional Distribution Center,BEN_DS_09,Projected inventory (48) breached ROP (59). Target: 171.
1181,20260629,DEL_DS_01,259,BABY_BABY_19,Baby Care,Stock Below Reorder Point,18,Scheduled Replenishment,72,38.3,Protects $0.00 sales exposure; targets 92 units,Regional Distribution Center,DEL_DS_01,Projected inventory (26) breached ROP (31). Target: 92.
1182,20260629,MUM_DS_03,249,BABY_DIAP_09,Baby Care,Stock Below Reorder Point,18,Scheduled Replenishment,152,38.3,Protects $0.00 sales exposure; targets 205 units,Regional Distribution Center,MUM_DS_03,Projected inventory (57) breached ROP (71). Target: 205.
1183,20260629,MUM_DS_02,243,BABY_BABY_03,Baby Care,Stock Below Reorder Point,18,Scheduled Replenishment,132,38.5,Protects $0.00 sales exposure; targets 181 units,Regional Distribution Center,MUM_DS_02,Projected inventory (51) breached ROP (61). Target: 181.
1184,20260629,MUM_DS_03,170,STAP_SPIC_20,Staples,Stock Below Reorder Point,18,Scheduled Replenishment,240,38.5,Protects $0.00 sales exposure; targets 324 units,Regional Distribution Center,MUM_DS_03,Projected inventory (90) breached ROP (156). Target: 324.
1185,20260629,DEL_DS_06,90,SNAC_NUTS_30,Snacks,Stock Below Reorder Point,18,Scheduled Replenishment,396,39.1,Protects $0.00 sales exposure; targets 550 units,Regional Distribution Center,DEL_DS_06,Projected inventory (155) breached ROP (264). Target: 550.
1186,20260629,MUM_DS_01,243,BABY_BABY_03,Baby Care,Stock Below Reorder Point,18,Scheduled Replenishment,120,39.2,Protects $0.00 sales exposure; targets 167 units,Regional Distribution Center,MUM_DS_01,Projected inventory (48) breached ROP (57). Target: 167.
1187,20260629,BEN_DS_09,202,PERS_HAIR_22,Personal Care,Inter-Store Misallocation / Impending Shortage,17,Redistribute Stock,12,29.9,Avoids $727.32 lost sales; lifts DoC from 1.7 to 2.6d,BEN_DS_08,BEN_DS_09,Destination projected to breach safety stock within 29.9h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.8d). Distance is 2.2km within configured limit.
1188,20260629,MUM_DS_09,213,HOUS_CLEA_03,Household,Inter-Store Misallocation / Impending Shortage,17,Redistribute Stock,12,29.9,"Avoids $2,920.08 lost sales; lifts DoC from 1.7 to 3.5d",MUM_DS_01,MUM_DS_09,Destination projected to breach safety stock within 29.9h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 9.1d). Distance is 7.2km within configured limit.
1189,20260629,MUM_DS_09,213,HOUS_CLEA_03,Household,Stock Below Reorder Point,17,Scheduled Replenishment,42,29.9,Protects $0.00 sales exposure; targets 52 units,Regional Distribution Center,MUM_DS_09,Projected inventory (11) breached ROP (25). Target: 52.
1190,20260629,DEL_DS_01,189,PERS_SKIN_09,Personal Care,Inter-Store Misallocation / Impending Shortage,17,Redistribute Stock,12,30.1,"Avoids $1,494.96 lost sales; lifts DoC from 1.7 to 3.1d",DEL_DS_02,DEL_DS_01,Destination projected to breach safety stock within 30.1h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 6.0d). Distance is 1.2km within configured limit.
1191,20260629,HYD_DS_01,288,PET _CAT _18,Pet Care,Inter-Store Misallocation / Impending Shortage,17,Redistribute Stock,8,30.1,"Avoids $2,581.92 lost sales; lifts DoC from 1.7 to 3.0d",HYD_DS_03,HYD_DS_01,Destination projected to breach safety stock within 30.1h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.6d). Distance is 4.0km within configured limit.
1192,20260629,DEL_DS_01,189,PERS_SKIN_09,Personal Care,Stock Below Reorder Point,17,Scheduled Replenishment,54,30.1,Protects $0.00 sales exposure; targets 65 units,Regional Distribution Center,DEL_DS_01,Projected inventory (14) breached ROP (23). Target: 65.
1193,20260629,HYD_DS_05,188,PERS_ORAL_08,Personal Care,Stock Below Reorder Point,17,Scheduled Replenishment,24,30.2,Protects $0.00 sales exposure; targets 28 units,Regional Distribution Center,HYD_DS_05,Projected inventory (6) breached ROP (7). Target: 28.
1194,20260629,BEN_DS_10,229,HOUS_DISP_19,Household,Inter-Store Misallocation / Impending Shortage,17,Redistribute Stock,18,30.4,"Avoids $2,657.16 lost sales; lifts DoC from 1.7 to 3.5d",BEN_DS_04,BEN_DS_10,Destination projected to breach safety stock within 30.4h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 11.2d). Distance is 1.1km within configured limit.
1195,20260629,BEN_DS_10,229,HOUS_DISP_19,Household,Stock Below Reorder Point,17,Scheduled Replenishment,66,30.4,Protects $0.00 sales exposure; targets 79 units,Regional Distribution Center,BEN_DS_10,Projected inventory (17) breached ROP (39). Target: 79.
1196,20260629,MUM_DS_08,298,PET _PET _28,Pet Care,Inter-Store Misallocation / Impending Shortage,17,Redistribute Stock,8,30.6,"Avoids $4,354.80 lost sales; lifts DoC from 1.7 to 2.5d",MUM_DS_07,MUM_DS_08,Destination projected to breach safety stock within 30.6h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.9d). Distance is 1.7km within configured limit.
1197,20260629,HYD_DS_10,221,HOUS_DETE_11,Household,Inter-Store Misallocation / Impending Shortage,17,Redistribute Stock,8,30.8,"Avoids $1,676.80 lost sales; lifts DoC from 1.7 to 3.1d",HYD_DS_07,HYD_DS_10,Destination projected to breach safety stock within 30.8h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 17.9d). Distance is 6.0km within configured limit.
1198,20260629,BEN_DS_02,205,PERS_SANI_25,Personal Care,Stock Below Reorder Point,17,Scheduled Replenishment,24,30.8,Protects $0.00 sales exposure; targets 28 units,Regional Distribution Center,BEN_DS_02,Projected inventory (6) breached ROP (10). Target: 28.
1199,20260629,MUM_DS_09,217,HOUS_DISH_07,Household,Stock Below Reorder Point,17,Scheduled Replenishment,72,30.8,Protects $0.00 sales exposure; targets 47 units,Regional Distribution Center,MUM_DS_09,Projected inventory (10) breached ROP (29). Target: 47.
1200,20260629,HYD_DS_10,221,HOUS_DETE_11,Household,Stock Below Reorder Point,17,Scheduled Replenishment,40,30.8,Protects $0.00 sales exposure; targets 47 units,Regional Distribution Center,HYD_DS_10,Projected inventory (10) breached ROP (23). Target: 47.
1201,20260629,BEN_DS_04,297,PET _PET _27,Pet Care,Inter-Store Misallocation / Impending Shortage,17,Redistribute Stock,20,31.1,"Avoids $2,585.80 lost sales; lifts DoC from 1.7 to 3.5d",BEN_DS_09,BEN_DS_04,Destination projected to breach safety stock within 31.1h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.4d). Distance is 3.2km within configured limit.
1202,20260629,BEN_DS_04,297,PET _PET _27,Pet Care,Stock Below Reorder Point,17,Scheduled Replenishment,68,31.1,Protects $0.00 sales exposure; targets 85 units,Regional Distribution Center,BEN_DS_04,Projected inventory (19) breached ROP (30). Target: 85.
1203,20260629,BEN_DS_07,97,PACK_PAST_07,Packaged Foods,Stock Below Reorder Point,17,Scheduled Replenishment,144,39.4,Protects $0.00 sales exposure; targets 174 units,Regional Distribution Center,BEN_DS_07,Projected inventory (50) breached ROP (59). Target: 174.
1204,20260629,BEN_DS_09,180,STAP_SPIC_30,Staples,Stock Below Reorder Point,17,Scheduled Replenishment,172,39.6,Protects $0.00 sales exposure; targets 239 units,Regional Distribution Center,BEN_DS_09,Projected inventory (70) breached ROP (79). Target: 239.
1205,20260629,DEL_DS_03,166,STAP_ATTA_16,Staples,Stock Below Reorder Point,17,Scheduled Replenishment,96,39.6,Protects $0.00 sales exposure; targets 138 units,Regional Distribution Center,DEL_DS_03,Projected inventory (39) breached ROP (85). Target: 138. Scaled down to respect dark store physical capacity buffer.
1206,20260629,DEL_DS_08,90,SNAC_NUTS_30,Snacks,Stock Below Reorder Point,17,Scheduled Replenishment,318,39.8,Protects $0.00 sales exposure; targets 445 units,Regional Distribution Center,DEL_DS_08,Projected inventory (128) breached ROP (213). Target: 445.
1207,20260629,DEL_DS_01,14,DAIR_CHEE_14,Dairy,Stock Below Reorder Point,17,Scheduled Replenishment,384,40.0,Protects $0.00 sales exposure; targets 512 units,Regional Distribution Center,DEL_DS_01,Projected inventory (151) breached ROP (172). Target: 512.
1208,20260629,MUM_DS_03,241,BABY_DIAP_01,Baby Care,Stock Below Reorder Point,17,Scheduled Replenishment,216,40.1,Protects $0.00 sales exposure; targets 300 units,Regional Distribution Center,MUM_DS_03,Projected inventory (88) breached ROP (102). Target: 300.
1209,20260629,MUM_DS_04,133,FRUI_DAIL_13,Fruits & Vegetables,Stock Below Reorder Point,17,Scheduled Replenishment,294,40.1,Protects $0.00 sales exposure; targets 414 units,Regional Distribution Center,MUM_DS_04,Projected inventory (121) breached ROP (142). Target: 414.
1210,20260629,MUM_DS_06,27,DAIR_CURD_27,Dairy,Stock Below Reorder Point,17,Scheduled Replenishment,376,40.1,Protects $0.00 sales exposure; targets 525 units,Regional Distribution Center,MUM_DS_06,Projected inventory (152) breached ROP (253). Target: 525.
1211,20260629,MUM_DS_02,75,SNAC_NUTS_15,Snacks,Stock Below Reorder Point,17,Scheduled Replenishment,264,40.3,Protects $0.00 sales exposure; targets 345 units,Regional Distribution Center,MUM_DS_02,Projected inventory (100) breached ROP (167). Target: 345.
1212,20260629,BEN_DS_07,101,PACK_NOOD_11,Packaged Foods,Stock Below Reorder Point,17,Scheduled Replenishment,276,40.5,Protects $0.00 sales exposure; targets 374 units,Regional Distribution Center,BEN_DS_07,Projected inventory (103) breached ROP (144). Target: 374.
1213,20260629,HYD_DS_10,59,BEVE_ENER_29,Beverages,Stock Below Reorder Point,17,Scheduled Replenishment,240,40.5,Protects $0.00 sales exposure; targets 329 units,Regional Distribution Center,HYD_DS_10,Projected inventory (97) breached ROP (157). Target: 329.
1214,20260629,MUM_DS_06,194,PERS_SKIN_14,Personal Care,Inter-Store Misallocation / Impending Shortage,16,Redistribute Stock,18,31.3,"Avoids $6,573.78 lost sales; lifts DoC from 1.7 to 3.2d",MUM_DS_10,MUM_DS_06,Destination projected to breach safety stock within 31.3h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.4d). Distance is 3.0km within configured limit.
1215,20260629,MUM_DS_06,194,PERS_SKIN_14,Personal Care,Stock Below Reorder Point,16,Scheduled Replenishment,72,31.3,Protects $0.00 sales exposure; targets 93 units,Regional Distribution Center,MUM_DS_06,Projected inventory (21) breached ROP (33). Target: 93.
1216,20260629,MUM_DS_02,193,PERS_ORAL_13,Personal Care,Inter-Store Misallocation / Impending Shortage,16,Redistribute Stock,8,31.5,Avoids $995.28 lost sales; lifts DoC from 1.8 to 3.1d,MUM_DS_06,MUM_DS_02,Destination projected to breach safety stock within 31.5h (DoC: 1.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 6.6d). Distance is 7.3km within configured limit.
1217,20260629,MUM_DS_03,182,PERS_HAIR_02,Personal Care,Inter-Store Misallocation / Impending Shortage,16,Redistribute Stock,18,31.5,"Avoids $1,430.64 lost sales; lifts DoC from 1.8 to 3.1d",MUM_DS_06,MUM_DS_03,Destination projected to breach safety stock within 31.5h (DoC: 1.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.3d). Distance is 3.8km within configured limit.
1218,20260629,HYD_DS_09,279,PET _DOG _09,Pet Care,Inter-Store Misallocation / Impending Shortage,16,Redistribute Stock,16,31.5,"Avoids $3,870.24 lost sales; lifts DoC from 1.8 to 3.1d",HYD_DS_08,HYD_DS_09,Destination projected to breach safety stock within 31.5h (DoC: 1.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 9.8d). Distance is 1.6km within configured limit.
1219,20260629,BEN_DS_10,196,PERS_SOAP_16,Personal Care,Stock Below Reorder Point,16,Scheduled Replenishment,96,31.5,Protects $0.00 sales exposure; targets 39 units,Regional Distribution Center,BEN_DS_10,Projected inventory (9) breached ROP (9). Target: 39.
1220,20260629,MUM_DS_02,193,PERS_ORAL_13,Personal Care,Stock Below Reorder Point,16,Scheduled Replenishment,36,31.5,Protects $0.00 sales exposure; targets 44 units,Regional Distribution Center,MUM_DS_02,Projected inventory (10) breached ROP (16). Target: 44.
1221,20260629,HYD_DS_09,279,PET _DOG _09,Pet Care,Stock Below Reorder Point,16,Scheduled Replenishment,72,31.5,Protects $0.00 sales exposure; targets 92 units,Regional Distribution Center,HYD_DS_09,Projected inventory (21) breached ROP (32). Target: 92.
1222,20260629,DEL_DS_04,228,HOUS_CLEA_18,Household,Inter-Store Misallocation / Impending Shortage,16,Redistribute Stock,16,31.7,"Avoids $3,419.68 lost sales; lifts DoC from 1.8 to 3.5d",DEL_DS_06,DEL_DS_04,Destination projected to breach safety stock within 31.7h (DoC: 1.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.4d). Distance is 7.3km within configured limit.
1223,20260629,DEL_DS_06,198,PERS_ORAL_18,Personal Care,Inter-Store Misallocation / Impending Shortage,16,Redistribute Stock,12,31.9,Avoids $621.84 lost sales; lifts DoC from 1.8 to 2.7d,DEL_DS_05,DEL_DS_06,Destination projected to breach safety stock within 31.9h (DoC: 1.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 2.9d). Distance is 4.7km within configured limit.
1224,20260629,DEL_DS_09,235,HOUS_REPE_25,Household,Inter-Store Misallocation / Impending Shortage,16,Redistribute Stock,12,31.9,"Avoids $3,574.80 lost sales; lifts DoC from 1.8 to 2.7d",DEL_DS_03,DEL_DS_09,Destination projected to breach safety stock within 31.9h (DoC: 1.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 11.1d). Distance is 1.7km within configured limit.
1225,20260629,MUM_DS_03,192,PERS_HAIR_12,Personal Care,Inter-Store Misallocation / Impending Shortage,16,Redistribute Stock,8,31.9,"Avoids $2,861.20 lost sales; lifts DoC from 1.8 to 3.0d",MUM_DS_04,MUM_DS_03,Destination projected to breach safety stock within 31.9h (DoC: 1.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 15.8d). Distance is 0.9km within configured limit.
1226,20260629,MUM_DS_03,192,PERS_HAIR_12,Personal Care,Stock Below Reorder Point,16,Scheduled Replenishment,48,31.9,Protects $0.00 sales exposure; targets 54 units,Regional Distribution Center,MUM_DS_03,Projected inventory (12) breached ROP (27). Target: 54.
1227,20260629,BEN_DS_10,279,PET _DOG _09,Pet Care,Inter-Store Misallocation / Impending Shortage,16,Redistribute Stock,16,32.0,"Avoids $3,870.24 lost sales; lifts DoC from 1.8 to 3.1d",BEN_DS_04,BEN_DS_10,Destination projected to breach safety stock within 32.0h (DoC: 1.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.0d). Distance is 1.1km within configured limit.
1228,20260629,BEN_DS_10,279,PET _DOG _09,Pet Care,Stock Below Reorder Point,16,Scheduled Replenishment,72,32.0,Protects $0.00 sales exposure; targets 90 units,Regional Distribution Center,BEN_DS_10,Projected inventory (21) breached ROP (31). Target: 90.
1229,20260629,MUM_DS_09,224,HOUS_DISP_14,Household,Inter-Store Misallocation / Impending Shortage,16,Redistribute Stock,24,32.2,"Avoids $3,147.36 lost sales; lifts DoC from 1.8 to 3.5d",MUM_DS_05,MUM_DS_09,Destination projected to breach safety stock within 32.2h (DoC: 1.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 8.7d). Distance is 4.5km within configured limit.
1230,20260629,MUM_DS_09,224,HOUS_DISP_14,Household,Stock Below Reorder Point,16,Scheduled Replenishment,80,32.2,Protects $0.00 sales exposure; targets 105 units,Regional Distribution Center,MUM_DS_09,Projected inventory (25) breached ROP (49). Target: 105.
1231,20260629,BEN_DS_10,236,HOUS_DETE_26,Household,Inter-Store Misallocation / Impending Shortage,16,Redistribute Stock,18,32.6,"Avoids $1,576.62 lost sales; lifts DoC from 1.8 to 3.4d",BEN_DS_04,BEN_DS_10,Destination projected to breach safety stock within 32.6h (DoC: 1.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 10.4d). Distance is 1.1km within configured limit.
1232,20260629,DEL_DS_04,182,PERS_HAIR_02,Personal Care,Inter-Store Misallocation / Impending Shortage,16,Redistribute Stock,18,32.6,"Avoids $1,430.64 lost sales; lifts DoC from 1.8 to 3.3d",DEL_DS_06,DEL_DS_04,Destination projected to breach safety stock within 32.6h (DoC: 1.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.5d). Distance is 7.3km within configured limit.
1233,20260629,MUM_DS_09,285,PET _PET _15,Pet Care,Inter-Store Misallocation / Impending Shortage,16,Redistribute Stock,16,32.6,"Avoids $8,062.40 lost sales; lifts DoC from 1.8 to 3.3d",MUM_DS_05,MUM_DS_09,Destination projected to breach safety stock within 32.6h (DoC: 1.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.9d). Distance is 4.5km within configured limit.
1234,20260629,BEN_DS_10,236,HOUS_DETE_26,Household,Stock Below Reorder Point,16,Scheduled Replenishment,66,32.6,Protects $0.00 sales exposure; targets 85 units,Regional Distribution Center,BEN_DS_10,Projected inventory (20) breached ROP (41). Target: 85.
1235,20260629,MUM_DS_05,230,HOUS_REPE_20,Household,Stock Below Reorder Point,16,Scheduled Replenishment,32,32.6,Protects $0.00 sales exposure; targets 35 units,Regional Distribution Center,MUM_DS_05,Projected inventory (8) breached ROP (8). Target: 35.
1236,20260629,HYD_DS_04,196,PERS_SOAP_16,Personal Care,Stock Below Reorder Point,16,Scheduled Replenishment,96,32.6,Protects $0.00 sales exposure; targets 35 units,Regional Distribution Center,HYD_DS_04,Projected inventory (8) breached ROP (8). Target: 35.
1237,20260629,DEL_DS_07,285,PET _PET _15,Pet Care,Inter-Store Misallocation / Impending Shortage,16,Redistribute Stock,8,32.8,"Avoids $4,031.20 lost sales; lifts DoC from 1.8 to 2.7d",DEL_DS_10,DEL_DS_07,Destination projected to breach safety stock within 32.8h (DoC: 1.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 6.2d). Distance is 3.4km within configured limit.
1238,20260629,BEN_DS_06,204,PERS_SKIN_24,Personal Care,Stock Below Reorder Point,16,Scheduled Replenishment,32,40.5,Protects $0.00 sales exposure; targets 33 units,Regional Distribution Center,BEN_DS_06,Projected inventory (9) breached ROP (21). Target: 33.
1239,20260629,DEL_DS_01,73,SNAC_NAMK_13,Snacks,Stock Below Reorder Point,16,Scheduled Replenishment,384,40.9,Protects $0.00 sales exposure; targets 520 units,Regional Distribution Center,DEL_DS_01,Projected inventory (154) breached ROP (250). Target: 520.
1240,20260629,MUM_DS_06,268,BABY_BABY_28,Baby Care,Stock Below Reorder Point,16,Scheduled Replenishment,112,40.9,Protects $0.00 sales exposure; targets 149 units,Regional Distribution Center,MUM_DS_06,Projected inventory (44) breached ROP (52). Target: 149.
1241,20260629,HYD_DS_04,107,PACK_PAST_17,Packaged Foods,Stock Below Reorder Point,16,Scheduled Replenishment,120,40.9,Protects $0.00 sales exposure; targets 165 units,Regional Distribution Center,HYD_DS_04,Projected inventory (49) breached ROP (79). Target: 165.
1242,20260629,HYD_DS_09,154,STAP_EDIB_04,Staples,Stock Below Reorder Point,16,Scheduled Replenishment,156,41.0,Protects $0.00 sales exposure; targets 208 units,Regional Distribution Center,HYD_DS_09,Projected inventory (62) breached ROP (100). Target: 208.
1243,20260629,MUM_DS_02,245,BABY_DIAP_05,Baby Care,Stock Below Reorder Point,16,Scheduled Replenishment,192,41.2,Protects $0.00 sales exposure; targets 261 units,Regional Distribution Center,MUM_DS_02,Projected inventory (79) breached ROP (89). Target: 261.
1244,20260629,MUM_DS_08,109,PACK_BREA_19,Packaged Foods,Stock Below Reorder Point,16,Scheduled Replenishment,80,41.2,Protects $0.00 sales exposure; targets 114 units,Regional Distribution Center,MUM_DS_08,Projected inventory (34) breached ROP (39). Target: 114.
1245,20260629,HYD_DS_07,11,DAIR_MILK_11,Dairy,Stock Below Reorder Point,16,Scheduled Replenishment,232,41.2,Protects $0.00 sales exposure; targets 321 units,Regional Distribution Center,HYD_DS_07,Projected inventory (96) breached ROP (153). Target: 321.
1246,20260629,MUM_DS_08,250,BABY_BABY_10,Baby Care,Stock Below Reorder Point,16,Scheduled Replenishment,132,41.4,Protects $0.00 sales exposure; targets 173 units,Regional Distribution Center,MUM_DS_08,Projected inventory (52) breached ROP (105). Target: 173.
1247,20260629,MUM_DS_09,14,DAIR_CHEE_14,Dairy,Stock Below Reorder Point,16,Scheduled Replenishment,528,41.4,Protects $0.00 sales exposure; targets 727 units,Regional Distribution Center,MUM_DS_09,Projected inventory (222) breached ROP (245). Target: 727.
1248,20260629,MUM_DS_09,170,STAP_SPIC_20,Staples,Stock Below Reorder Point,16,Scheduled Replenishment,232,41.4,Protects $0.00 sales exposure; targets 330 units,Regional Distribution Center,MUM_DS_09,Projected inventory (100) breached ROP (156). Target: 330.
1249,20260629,MUM_DS_02,78,SNAC_NAMK_18,Snacks,Stock Below Reorder Point,16,Scheduled Replenishment,318,41.6,Protects $0.00 sales exposure; targets 668 units,Regional Distribution Center,MUM_DS_02,Projected inventory (203) breached ROP (228). Target: 668. Scaled down to respect dark store physical capacity buffer.
1250,20260629,MUM_DS_04,167,STAP_RICE_17,Staples,Stock Below Reorder Point,16,Scheduled Replenishment,150,41.8,Protects $0.00 sales exposure; targets 209 units,Regional Distribution Center,MUM_DS_04,Projected inventory (64) breached ROP (71). Target: 209.
1251,20260629,BEN_DS_02,248,BABY_BABY_08,Baby Care,Stock Below Reorder Point,16,Scheduled Replenishment,138,41.9,Protects $0.00 sales exposure; targets 198 units,Regional Distribution Center,BEN_DS_02,Projected inventory (60) breached ROP (69). Target: 198.
1252,20260629,DEL_DS_03,57,BEVE_COLD_27,Beverages,Stock Below Reorder Point,16,Scheduled Replenishment,8,41.9,Protects $0.00 sales exposure; targets 359 units,Regional Distribution Center,DEL_DS_03,Projected inventory (110) breached ROP (122). Target: 359. Scaled down to respect dark store physical capacity buffer.
1253,20260629,DEL_DS_06,78,SNAC_NAMK_18,Snacks,Stock Below Reorder Point,16,Scheduled Replenishment,426,42.1,Protects $0.00 sales exposure; targets 610 units,Regional Distribution Center,DEL_DS_06,Projected inventory (188) breached ROP (207). Target: 610.
1254,20260629,MUM_DS_02,106,PACK_NOOD_16,Packaged Foods,Stock Below Reorder Point,16,Scheduled Replenishment,8,42.1,Protects $0.00 sales exposure; targets 293 units,Regional Distribution Center,MUM_DS_02,Projected inventory (90) breached ROP (100). Target: 293. Scaled down to respect dark store physical capacity buffer.
1255,20260629,DEL_DS_06,58,BEVE_TEA _28,Beverages,Stock Below Reorder Point,16,Scheduled Replenishment,384,42.3,Protects $0.00 sales exposure; targets 555 units,Regional Distribution Center,DEL_DS_06,Projected inventory (173) breached ROP (187). Target: 555.
1256,20260629,DEL_DS_06,154,STAP_EDIB_04,Staples,Stock Below Reorder Point,16,Scheduled Replenishment,168,42.3,Protects $0.00 sales exposure; targets 240 units,Regional Distribution Center,DEL_DS_06,Projected inventory (73) breached ROP (116). Target: 240.
1257,20260629,HYD_DS_09,257,BABY_DIAP_17,Baby Care,Stock Below Reorder Point,16,Scheduled Replenishment,240,44.6,Protects $0.00 sales exposure; targets 335 units,Regional Distribution Center,HYD_DS_09,Projected inventory (100) breached ROP (133). Target: 335.
1258,20260629,BEN_DS_01,188,PERS_ORAL_08,Personal Care,Inter-Store Misallocation / Impending Shortage,15,Redistribute Stock,8,32.9,"Avoids $1,354.16 lost sales; lifts DoC from 1.8 to 3.7d",BEN_DS_04,BEN_DS_01,Destination projected to breach safety stock within 32.9h (DoC: 1.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.2d). Distance is 1.3km within configured limit.
1259,20260629,DEL_DS_09,279,PET _DOG _09,Pet Care,Inter-Store Misallocation / Impending Shortage,15,Redistribute Stock,16,32.9,"Avoids $3,870.24 lost sales; lifts DoC from 1.8 to 3.2d",DEL_DS_10,DEL_DS_09,Destination projected to breach safety stock within 32.9h (DoC: 1.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 9.0d). Distance is 2.1km within configured limit.
